"","title","year","length","rating","votes"
"19854","Gentle Savage",1973,85,5.7,12
"19881","Geobreeders",1998,90,7.1,22
"19900","George and the Dragon",2004,93,5.5,137
"19913","Geraftaar",1985,167,5.4,18
"19920","Germgirl",2001,5,5.9,12
"19951","Get Carter",1971,112,7.4,3184
"19952","Get Carter",2000,104,4.7,4927
"19955","Get Mean",1976,84,2.1,7
"19964","Get Up!",2003,112,7.1,30
"19974","Getaway, The",1972,122,7.3,2843
"19975","Getaway, The",1994,116,5.5,3111
"19985","Getting Hal",2003,85,6,5
"20008","Geung si sin sang",1985,96,7.6,396
"20016","Gharaana Mogudu",1992,149,9,10
"20020","Ghayal",1990,163,7.9,50
"20037","Ghost Dog: The Way of the Samurai",1999,116,7.5,13542
"20046","Ghost Rock",2003,101,3.4,97
"20063","Ghost and the Darkness, The",1996,109,6.4,8360
"20082","Ghostbusters II",1989,103,5.7,14552
"20094","Ghosts of Mars",2001,98,4.6,6368
"20106","Ghulam-E-Musthafa",1997,162,6,13
"20107","Ghulami",1985,199,7.1,20
"20170","Ging chaat goo si",1985,90,7.4,1644
"20171","Ging chaat goo si juk jaap",1988,92,7,842
"20183","Ginrei no hate",1947,89,7.9,16
"20199","Giorno del Cobra, Il",1980,91,5.5,28
"20217","Girafot",2001,115,8.6,22
"20228","Girl From Monday, The",2005,84,4.6,76
"20234","Girl Guide",1995,93,4.8,48
"20250","Girl Shy",1924,80,7.9,246
"20363","Giulio Cesare, il conquistatore delle Gallie",1962,103,5.7,13
"20390","Gladiator",1992,101,5.7,1012
"20391","Gladiator",2000,155,8,92495
"20392","Gladiator Cop",1995,92,2.7,88
"20394","Gladiatore invincibile, Il",1962,90,4.4,6
"20396","Gladiatrici, Le",1963,84,7.8,11
"20426","Gleaming the Cube",1989,105,5.4,1062
"20437","Glimmer Man, The",1996,88,4.8,2606
"20449","Global Effect",2002,92,5.2,54
"20459","Glory",1989,122,8.1,21861
"20461","Glory Brigade, The",1953,82,6,70
"20462","Glory Days",1979,65,8.1,61
"20465","Glory Stompers, The",1968,85,5.4,28
"20468","Glove, The",1978,90,4.6,35
"20475","Gnome Named Gnorm, A",1992,84,3.4,174
"20507","Go-get-'em Haines",1936,61,6.1,9
"20510","Goal Club",2001,99,9.2,13
"20516","God Is My Co-Pilot",1945,90,6.5,115
"20552","Gods Must Be Crazy, The",1980,109,6.8,5581
"20553","Gods and Generals",2003,209,5.7,3002
"20559","Godson, The",1971,75,4.1,21
"20564","Godzilla",1998,133,4.4,22695
"20567","Godzilla, King of the Monsters!",1956,80,6.6,777
"20609","Gojira",1954,98,6.9,1106
"20610","Gojira",1984,87,4.8,449
"20611","Gojira VS Desutoroia",1995,103,6,339
"20612","Gojira VS Mekagojira",1993,105,6.3,251
"20614","Gojira ni-sen mireniamu",1999,99,5.6,1150
"20618","Gojira tai Mekagojira",2002,88,6.6,189
"20621","Gojoe reisenki",2000,138,6.7,182
"20622","Gojuman-nin no isan",1963,97,8.5,6
"20629","Gold",1974,120,5.5,227
"20663","Golden Child, The",1986,94,5.3,6056
"20677","Golden Horde, The",1951,77,4.7,15
"20682","Golden Needles",1974,92,4.5,36
"20683","Golden Ninja Warrior",1986,85,2.2,36
"20689","Golden Voyage of Sinbad, The",1974,105,6.3,755
"20691","GoldenEye",1995,130,6.8,22991
"20698","Goldfinger",1964,112,7.8,19754
"20727","Golia alla conquista di Bagdad",1964,80,4.9,6
"20730","Goliath e la schiava ribelle",1963,86,5,8
"20745","Gone in 60 Seconds",1974,98,6.1,877
"20746","Gone in Sixty Seconds",2000,117,5.7,25400
"20754","Gong fu",2004,99,7.9,5299
"20759","Gong yi leng xie jin mian ren",1999,90,5.7,5
"20761","Gonggongui jeog",2002,138,7.1,197
"20762","Gonggongui jeog 2",2005,148,6,11
"20764","Gongyuan 2000 nian",2000,109,6.3,153
"20765","Gonin",1995,109,6.7,532
"20766","Gonin 2",1996,108,6.3,82
"20773","Good Book, The",1997,81,6.1,9
"20790","Good Girls Don't",1993,85,3.9,22
"20794","Good Guys Wear Black",1979,95,4.3,253
"20799","Good Life, The",1997,95,5,23
"20819","Good Night to Die, A",2003,100,4.8,152
"20822","Good Old Boy: A Delta Boyhood",1988,108,5.3,27
"20850","Goodbye America",1997,116,5,117
"20851","Goodbye Bruce Lee",1975,84,6,30
"20860","Goodbye Pork Pie",1981,90,6,171
"20874","Goodman Town",2002,105,6.2,7
"20878","Goodnite Charlie",2005,119,9.8,34
"20897","Goose Boxer",1978,90,5.5,7
"20905","Gor",1988,98,3,163
"20908","Gordon Sisters Boxing, The",1901,2,4.2,13
"20927","Gorilla von Soho, Der",1968,96,5,31
"20930","Gorille vous salue bien, Le",1958,95,5.6,26
"20946","Gospel of Lou, The",2003,72,6.5,13
"20956","Gotcha!",1985,101,5.7,1387
"20976","Goyokin",1969,124,7.3,58
"21002","Gran aventura, La",1974,90,5,5
"21069","Grande speranza, La",1954,86,5.8,9
"21132","Grayson",2004,6,8.5,96
"21138","Greased Lightning",1977,96,5.6,193
"21169","Great Escape, The",1963,172,8.3,20075
"21190","Great K & A Train Robbery, The",1926,53,5,43
"21208","Great Mouse Detective, The",1986,73,6.9,1490
"21218","Great Race, The",1965,160,6.9,2248
"21219","Great Riviera Bank Robbery, The",1979,102,5.9,15
"21228","Great Skycopter Rescue, The",1978,96,3.1,8
"21231","Great Texas Dynamite Chase, The",1976,90,5.3,70
"21232","Great Train Robbery, The",1903,12,7.4,849
"21257","Green Archer, The",1940,285,6.7,25
"21259","Green Berets, The",1968,141,4.9,1851
"21278","Green Hornet Strikes Again!, The",1941,293,8.5,86
"21313","Gremlins",1984,106,6.8,15044
"21390","Ground Control",1998,93,6,376
"21391","Ground Zero",1987,109,6.3,105
"21422","Gu huo zi zhi ren zai jiang hu",1996,197,7.1,184
"21424","Guadalcanal Diary",1943,93,7.2,251
"21428","Guang dong xiao lao hu",1971,80,4.9,215
"21440","Guardian",2000,92,3.6,142
"21441","Guardian Angel",1994,97,3.8,48
"21445","Guardian, The",1999,100,3.1,11
"21462","Guerra del ferro - Ironmaster, La",1983,98,3.1,64
"21463","Guerra di Troia, La",1961,105,5.1,51
"21476","Guerriere dal seno nudo, Le",1974,89,5,24
"21477","Guerrieri dell'anno 2072, I",1984,90,4.2,116
"21494","Gui da gui",1980,102,7.4,208
"21498","Gui yao gui",1990,100,7.1,43
"21503","Guignolo, Le",1980,108,4.8,213
"21566","Gun, From 6 to 7:30 p.m., The",2003,98,6.9,18
"21569","Gunan il guerriero",1983,81,2,38
"21585","Gunga Din",1939,117,7.6,1988
"21586","Gunga Jumna",1961,178,6,17
"21593","Gunmen",1994,96,4.6,642
"21603","Guns",1990,96,3.3,90
"21614","Guns of Navarone, The",1961,156,7.6,5157
"21616","Guns of the Magnificent Seven",1969,105,4.6,195
"21645","Guy From Harlem, The",1977,86,3.6,17
"21656","Guyver, The",1991,92,3.7,507
"21657","Guyver: Dark Hero",1994,127,4.9,283
"21659","Gwan geun shut daam",1998,95,6.4,94
"21661","Gwangdongwan So Hwa-jin",1983,85,6,6
"21663","Gwendoline",1984,87,4.1,348
"21664","Gwicheondo",1996,96,2.4,6
"21672","Gymkata",1985,90,2.8,570
"21685","Gypsy Moths, The",1969,107,5.9,245
"21734","Hae anseon",2002,91,6.5,174
"21774","Hak bak sam lam",2003,104,6.8,93
"21776","Hak hap",1996,102,5.7,2115
"21789","Hakuoki",1959,109,7.1,6
"21806","Half Past Dead",2002,98,3.9,2099
"21839","Halls of Montezuma",1951,113,6.6,326
"21851","Hamburger Hill",1987,112,6.4,2606
"21855","Hamenos ta pairnei ola, O",2003,121,5.7,45
"21859","Hamilton",1998,117,5.8,861
"21868","Hammer",1972,92,3.6,36
"21869","Hammer Down",1992,83,3.6,8
"21895","Hand Gun",1994,90,5.2,87
"21932","Hangfire",1991,91,3.5,66
"21943","Hangmen",1987,90,2.6,204
"21961","Hannibal Brooks",1969,101,5.9,165
"21967","Hanover Street",1979,109,5.8,707
"21982","Hao xia",1978,106,6.6,191
"21985","Hapkido",1972,97,6.4,21
"22034","Happy Now",2001,97,6.1,82
"22045","Haqeeqat",1964,184,6.9,11
"22050","Harald Handfaste",1946,74,5.1,12
"22067","Hard Evidence",1995,100,4.6,47
"22072","Hard Hunted",1992,93,3.1,84
"22073","Hard Knocks",1979,77,4.5,5
"22078","Hard Luck Hero",2003,79,5.8,56
"22082","Hard Rain",1998,97,5.5,6161
"22083","Hard Ride, The",1971,86,4.7,26
"22088","Hard Target",1993,73,5.4,4372
"22092","Hard Times",1975,93,6.8,717
"22096","Hard Way, The",1991,111,6,2510
"22099","Hard to Die",1990,77,3.4,107
"22103","Hard to Kill",1990,100,4.8,2879
"22105","Hardball",1997,92,4.8,58
"22112","Harder They Come, The",1972,120,6.8,577
"22119","Hardware",1990,93,5.2,1323
"22120","Hardware Wars",1977,13,7.2,572
"22160","Harley Davidson and the Marlboro Man",1991,98,4.8,2215
"22181","Harry Black and the Tiger",1958,107,6.1,53
"22215","Haryu insaeng",2004,99,5.6,32
"22242","Hathyar",1989,186,8,8
"22260","Haunted Harbor",1944,243,8,14
"22308","Havoc",2000,17,5.9,10
"22319","Hawk the Slayer",1980,90,4.7,444
"22338","Hazards of Helen, The",1914,12,6.1,5
"22389","Headrush",2004,85,6.2,103
"22419","Heart of the North",1938,83,5.1,10
"22435","Heartbreak Ridge",1986,130,6.2,3610
"22459","Heat",1986,101,5,268
"22460","Heat",1995,188,7.9,44588
"22461","Heat After Dark",1996,50,6,29
"22472","Heatseeker",1995,91,3.9,65
"22479","Heaven & Earth",1993,140,6.4,1987
"22510","Heavy Metal",1981,90,6.2,4538
"22511","Heavy Metal 2000",2000,88,5.1,1148
"22535","Hei mao",1991,91,5.6,131
"22538","Hei tai yang 731 xu ji zhi sha ren gong chang",1992,91,4.1,61
"22568","Heist, The",1999,81,4.4,130
"22578","Helden und andere Feiglinge",1998,96,2.8,25
"22582","Helen of Troy",1956,118,5.9,277
"22589","Helix... Loaded, The",2005,97,2.3,33
"22591","Hell Below Zero",1954,90,5.3,39
"22596","Hell Comes to Frogtown",1987,86,4.4,372
"22601","Hell Hole",1978,82,2.4,8
"22605","Hell Mountain",1998,94,3.7,45
"22607","Hell On Wheels",1967,97,5.4,13
"22610","Hell Squad",1985,87,2.7,36
"22621","Hell's Angels '69",1969,97,4.1,39
"22623","Hell's Belles",1970,95,5,32
"22624","Hell's Bloody Devils",1970,92,2.8,18
"22625","Hell's Chosen Few",1968,92,2.4,9
"22628","Hell's Half Acre",1954,88,6.5,23
"22636","Hell's Outpost",1954,89,6.9,5
"22637","Hell's Paradox",1996,13,4.3,5
"22641","Hellbound",1993,95,3.4,239
"22643","Hellboy",2004,132,6.7,15565
"22651","Hellfighters",1968,121,6,582
"22656","Hellhole",1985,90,4.6,49
"22677","Hellriders",1984,90,2.7,25
"22714","Hennessy",1975,103,5.6,63
"22733","Henry V",1989,137,7.9,8241
"22743","Heping fandian",1995,89,6.2,224
"22772","Herbie Goes to Monte Carlo",1977,100,4.9,741
"22773","Herbie Rides Again",1974,84,5.2,755
"22780","Hercules in New York",1970,91,2.5,2669
"22820","Hermann der Cherusker - Die Schlacht im Teutoburger Wald",1967,82,4.4,9
"22830","Hero and the Terror",1988,96,4.3,275
"22833","Hero's Island",1962,94,5.2,30
"22837","Heroes Die Young",1960,76,3.5,9
"22838","Heroes Stand Alone",1989,83,2.7,6
"22877","Heugsuseon",2001,104,6.4,78
"22903","Hi no tori",1978,137,7.4,19
"22914","Hi-Riders",1978,90,6.5,21
"22919","Hibotan bakuto: hanafuda shobu",1969,98,9,5
"22926","Hidalgo",2004,136,6.6,7328
"22929","Hidden Agenda",1998,95,4.9,128
"22930","Hidden Agenda",2001,98,4.2,266
"22931","Hidden Assassin",1995,89,4.4,245
"22946","Hidden, The",1987,96,6.8,1956
"22950","Hide and Seek",1963,90,7,8
"22966","High Adventure",2001,90,3.4,22
"22969","High Barbaree",1947,91,5.9,55
"22984","High Heels and Low Lifes",2001,86,6.1,981
"22994","High Risk",1981,90,5.3,176
"23008","High Seas Hijack",1978,95,4.7,9
"23026","High Velocity",1976,105,4.4,22
"23028","High Voltage",1997,95,4.5,94
"23036","High-Ballin'",1978,97,4.5,75
"23043","Highlander",1986,116,7.1,18146
"23044","Highlander II: The Quickening",1991,92,3.4,9264
"23045","Highlander III: The Sorcerer",1994,102,3.7,3388
"23047","Highlander: Endgame",2000,101,4.4,3773
"23048","Highly Dangerous",1950,90,6.5,29
"23051","Highway 395",2000,89,4.6,14
"23057","Highway to Hell",1990,90,5.7,58
"23061","Highwaymen",2003,80,5.6,954
"23145","Hire: Ambush, The",2001,9,7.2,770
"23146","Hire: Beat the Devil, The",2002,11,7.1,729
"23147","Hire: Chosen, The",2001,11,7,782
"23148","Hire: Hostage, The",2002,11,7.2,688
"23149","Hire: Powder Keg, The",2001,14,7.6,777
"23150","Hire: Star, The",2001,10,7.5,1260
"23151","Hire: The Follow, The",2001,11,7.5,725
"23152","Hire: Ticker, The",2002,11,7.6,655
"23156","Hired to Kill",1992,91,3.7,55
"23234","Hit List",1989,87,5.1,56
"23246","Hit!",1973,134,6,47
"23255","Hitcher, The",1986,97,6.8,4420
"23257","Hitchhiker",2003,16,5.3,17
"23259","Hitchhikers, The",1971,92,3.6,13
"23274","Hitman's Run",1999,91,4.2,177
"23276","Hito-kiri Yota: Kyoken San-kyodai",1972,86,5.6,5
"23277","Hitokiri",1969,140,6.3,23
"23289","Hk",2003,13,8.3,7
"23306","Hochbetrieb",2004,6,7.4,13
"23322","Hoero! Tekken",1982,98,7.3,14
"23334","Hokuriku dairi senso",1977,98,7,6
"23338","Hokuto no ken",1986,110,6.4,683
"23398","Hollow Point",1995,102,5.3,402
"23425","Hollywood Homicide",2003,116,5.2,5312
"23451","Hollywood Vice Squad",1986,101,4,58
"23469","Hologram Man",1995,101,3.1,80
"23470","Holt of the Secret Service",1941,278,8.4,9
"23511","Home Invaders",2001,100,1.1,21
"23528","Home for the Bullets, A",2005,90,9.5,6
"23560","Homem da Casa, O",2003,5,6.4,7
"23561","Homem do Ano, O",2003,113,7.6,287
"23574","Homeward Bound II: Lost in San Francisco",1996,89,5.2,879
"23584","Homme de Rio, L'",1964,112,6.9,491
"23624","Honeybaby, Honeybaby",1974,89,4.3,5
"23643","Hong Kong 97",1994,91,3.8,133
"23646","Hong Xiguan zhi Shaolin wu zu",1994,95,6,686
"23647","Hong deng qu",1996,91,5.1,27
"23648","Hong faan kui",1996,91,6.5,4644
"23653","Hong kil dong",1986,108,7.3,25
"23662","Honkers, The",1972,102,5.5,46
"23665","Honky Tonk Freeway",1981,107,4.5,206
"23733","Hoppy Serves a Writ",1943,67,5.9,35
"23734","Hoppy's Holiday",1947,60,7.2,21
"23752","Hornets' Nest",1970,110,5.2,72
"23759","Horrible Livingroom Robot, The",2000,3,8.2,10
"23773","Horror of the Blood Monsters",1970,85,2.1,76
"23777","Hors-la-loi",1985,107,5.7,15
"23809","Hostage",1993,98,4.8,70
"23813","Hostage, The",1998,90,6.8,10
"23815","Hostile Environment",1998,85,2.6,24
"23817","Hostile Intent",1997,90,4.3,144
"23818","Hostile Intentions",1994,90,4.5,61
"23823","Hot Box, The",1972,85,3.3,34
"23824","Hot Boyz",1999,92,3.5,207
"23851","Hot Potato",1976,87,4.3,33
"23857","Hot Rod",1950,61,7.7,9
"23859","Hot Rod Girl",1956,71,4.5,39
"23861","Hot Rods to Hell",1967,100,3.8,109
"23866","Hot Shots!",1991,84,6.2,10637
"23867","Hot Shots! Part Deux",1993,86,5.8,8538
"23869","Hot Splash",1988,89,1.8,10
"23875","Hot Summer in Barefoot County",1974,90,3,18
"23877","Hot Ticket",1996,81,3.7,37
"23925","Hotet",2004,103,4.6,327
"23930","Hotwire",1980,95,1.5,6
"23934","Houligans kato ta heria apo ta niata",1983,106,7.2,10
"23946","Hour of the Assassin",1987,96,4.9,32
"23949","Hourglass",1995,90,3.9,65
"24022","House of the Dead",2003,90,2.3,3921
"24139","How to Steal the World",1968,86,5.2,39
"24153","Howard the Duck",1986,110,3.9,6582
"24170","Hsia nu",1969,200,7.5,261
"24171","Hsia yu-yen",1968,89,7.4,48
"24172","Hsiao chuan yi chao",1979,92,6.4,382
"24179","Hu xue tu long zhi hong tian xian jing",1994,88,4.5,15
"24184","Hua ji shi dai",1981,94,4.6,17
"24187","Hua qi Shao Lin",1994,111,5.9,124
"24190","Huang Fei-hung zhi sei: Wang zhe zhi feng",1993,102,4.4,73
"24191","Huang jia shi jie zhi III: Ci xiong da dao",1988,90,5.9,34
"24192","Huang jia shi jie zhi IV: Zhi ji zheng ren",1989,90,7,106
"24205","Hud",1963,112,7.9,2450
"24209","Hudson Hawk",1991,103,5.1,8904
"24225","Hui ba! Ja 'fit' yan bing tuen",1996,92,6.9,10
"24234","Hulk",2003,138,6.1,20710
"24238","Hum",1991,170,7.7,84
"24243","Hum Kisi Se Kum Nahin",1977,169,7.9,27
"24244","Hum Kisi Se Kum Nahin",2002,161,5.1,55
"24245","Hum Paanch",1980,163,7.1,13
"24260","Human Shield, The",1991,88,4.6,59
"24262","Human Timebomb",1995,98,3.4,39
"24263","Human Tornado, The",1976,85,5.8,164
"24267","Humanoids from Atlantis",1992,45,3.2,10
"24277","Humraaz",2002,173,7.1,75
"24285","Hundra",1983,90,4.6,59
"24290","Hung wen tin san po pai lien chiao",1980,95,8.3,87
"24291","Hungama",2003,153,6.7,82
"24305","Hunt for Red October, The",1990,134,7.6,26666
"24309","Hunted, The",1995,111,5.3,750
"24311","Hunted, The",2003,117,5.5,5978
"24312","Hunter's Blood",1987,101,4.6,80
"24313","Hunter's Crossing",1983,91,2.2,10
"24314","Hunter's Moon, The",1999,98,5.1,63
"24315","Hunter, The",1980,97,5.8,559
"24320","Hunting Party, The",1971,108,4.7,141
"24321","Hunting for Herschell",2003,90,1.8,11
"24325","Huntsman, The",1993,12,9,5
"24326","Huo Yuan-Jia",1982,89,7.9,83
"24327","Huo shao dao",1990,125,5.3,418
"24328","Huo shao hong lian si",1994,104,6.7,137
"24347","Hurricane Smith",1992,86,4.1,66
"24348","Hurricane, The",1937,103,7,232
"24367","Hustler Squad",1976,98,3.7,10
"24375","Hvor er pengene, Peter",2002,6,6,14
"24432","I Come in Peace",1990,91,4.8,1033
"24437","I Cover the War",1937,68,3.4,22
"24459","I Escaped from Devil's Island",1973,105,3.4,23
"24473","I Kina spiser de hunde",1999,91,7.3,2740
"24494","I Love Trouble",1994,123,5.1,2805
"24546","I Spit on Your Corpse!",1974,92,3.3,46
"24547","I Spy",2002,97,5.3,5521
"24598","I Witness",2003,95,5.7,170
"24692","I, Robot",2004,115,7,22330
"24701","I... Proud to Be an Indian",2004,129,6.6,24
"24715","Ibun sarutobi sasuke",1965,99,6.6,33
"24719","Ice",1994,91,3.7,96
"24729","Ice Pirates, The",1984,91,4.9,1426
"24733","Ice Station Zebra",1968,148,6.3,1246
"24738","IceMaker",2003,92,5.8,74
"24739","Icebreaker",1999,90,4.2,240
"24797","Ido zero daisakusen",1969,99,5,50
"24838","Iga ninpoucho",1982,95,5.1,57
"24844","Ignition",2001,96,5,226
"24849","Iguana",1988,97,3.5,31
"24861","Ikaw lang",1993,105,6.9,6
"24876","Ilaaka",1989,161,7.8,5
"24887","Ill Met by Moonlight",1957,93,6.7,152
"24890","Illegal Entry",1949,84,7.7,7
"24891","Illegal in Blue",1995,91,3.9,173
"24894","Illicit Behavior",1992,101,4.6,68
"24895","Illicit Dreams",1995,93,3.5,115
"24911","Ilsa, She Wolf of the SS",1975,96,4.6,583
"24929","Image of Bruce Lee",1978,91,4.6,29
"24971","Immortal Combat",1994,109,3.7,66
"24974","Immortals, The",1995,98,5.8,321
"24975","Immortel (ad vitam)",2004,102,5.9,1651
"24976","Imortais, Os",2003,130,7.8,196
"24981","Impatto mortale",1984,77,4,18
"24998","Impossible Kid, The",1982,81,7.8,5
"25002","Impostor",2002,102,5.8,3292
"25013","Improper Conduct",1994,93,3.6,43
"25035","In Enemy Hands",2004,94,6.2,345
"25042","In God's Hands",1998,96,4.4,354
"25043","In Gold We Trust",1991,89,4.1,16
"25051","In Like Flint",1967,114,5.9,935
"25062","In Old Chicago",1937,96,6.8,157
"25063","In Old Colorado",1941,66,7.3,18
"25104","In Your Face",2002,105,7.4,16
"25151","In the Hood",1998,90,7.5,8
"25170","In the Red",1999,89,3.9,34
"25183","In the Wake of the Bounty",1933,66,5.5,29
"25191","In-Laws, The",1979,103,7.2,1413
"25192","InHumanoids: The Movie",1986,85,5.2,27
"25235","Incorporated, The",1997,86,4.5,33
"25250","Incredibles, The",2004,121,8.3,30749
"25272","Independence Day",1996,153,6.1,61831
"25292","Indiana Jones and the Last Crusade",1989,127,8.1,61583
"25293","Indiana Jones and the Temple of Doom",1984,118,7.2,34880
"25322","Infection",2000,8,6.5,56
"25332","Inferno",1997,82,3.5,52
"25334","Inferno in diretta",1985,87,5.4,161
"25364","Initial D: Third Stage",2001,100,8.3,42
"25369","Injamun salsu",1982,95,5.4,27
"25392","Innerspace",1987,120,6.4,7354
"25400","Innocent Bystanders",1972,111,6.1,23
"25424","Insan avcisi",1979,85,6.5,10
"25434","Insel der blutigen Plantage, Die",1983,88,4.5,14
"25435","Inseminoid",1981,93,2.8,248
"25468","Insolent, L'",1973,90,6.4,8
"25483","Inspector Gadget",1999,78,4,5288
"25492","Instant Justice",1986,101,4.2,81
"25496","Instinct to Kill",2001,90,4.4,136
"25506","Intensive Care",1991,91,1.7,105
"25510","Interceptor",1992,92,4.3,123
"25511","Interceptors",1999,97,3.5,243
"25526","International Khiladi",1999,175,4.5,21
"25535","Interpol",1957,92,5.6,16
"25543","Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",2003,68,7.5,546
"25577","Into the Night",1985,115,6.3,1651
"25578","Into the Sun",1992,101,4.6,118
"25579","Into the Sun",2005,97,4,481
"25590","Intrepid",2000,90,3.2,86
"25600","Intruder, The",1986,88,3.1,20
"25607","Inujini sesi mono",1986,103,4,5
"25610","Invader, The",1997,93,3.6,134
"25617","Invasion U.S.A.",1985,107,3.9,692
"25621","Invasion of Privacy",1996,91,4.1,109
"25633","Invasori, Gli",1961,81,5.5,23
"25642","Invincibili fratelli Maciste, Gli",1964,92,4.3,7
"25645","Invincible Super Chan",1972,90,3.9,26
"25647","Invisible Avenger, The",1958,70,5.9,24
"25660","Invisible Monster, The",1950,167,3.5,9
"25666","Invisible Terrorists",1976,77,5.7,6
"25668","Invisible: The Chronicles of Benjamin Knight",1994,83,3.5,60
"25687","Io monaca... per tre carogne e sette peccatrici",1972,92,3.5,23
"25693","Io sto con gli ippopotami",1979,98,5.7,362
"25716","Irhab wal kabab, al-",1993,105,6.3,59
"25740","Iron Eagle",1986,117,4.8,2166
"25741","Iron Eagle II",1988,105,3.2,1242
"25742","Iron Eagle IV",1995,96,2.8,218
"25744","Iron Girl, The",1994,80,2.2,23
"25758","Iron Warrior",1987,82,2.2,111
"25760","Ironheart",1992,92,2.8,57
"25789","Ishq",1997,161,6.5,78
"25817","Island of the Lost",1967,92,5.6,11
"25843","Isovia",1988,85,3.2,8
"25844","Ispanska muha",1998,100,5,8
"25958","It's a Mad Mad Mad Mad World",1963,192,7.2,5891
