"","title","year","length","rating","votes","budget","genre"
"46894","Silenzio dei prosciutti, Il",1994,81,3.4,847,3000000,"comedy"
"46960","Simon: An English Legionnaire",2002,90,5.7,44,3500000,"drama"
"46967","Simple Plan, A",1998,121,7.6,15398,17000000,"drama"
"46972","Simple Wish, A",1997,89,5,423,28000000,"comedy"
"46980","Sin City",2005,124,8.3,23473,45500000,"action"
"46986","Sin of Harold Diddlebock, The",1947,89,6.2,172,1712959,"comedy"
"47000","Sinbad: Legend of the Seven Seas",2003,86,6.5,2340,60000000,"animation"
"47001","Since You Went Away",1944,172,7.6,560,2400000,"drama"
"47009","Sinful Davey",1969,95,5.6,76,3000000,"comedy"
"47053","Single and Dealing with It",2003,86,5,27,175000,"comedy"
"47080","Sins of Jezebel",1953,74,5,9,100000,"drama"
"47083","Sins of the Fleshapoids",1965,40,7.9,14,1000,"comedy"
"47119","Sista vals, En",2001,14,5.1,22,35000,"drama"
"47138","Sit and Spin",2002,20,8.7,6,50000,"drama"
"47161","Six Figures Getting Sick",1966,4,6.3,357,0,"animation"
"47174","Six-String Samurai",1998,91,6.2,1163,2000000,"action"
"47185","Sixth Sense, The",1999,107,8.2,96987,55000000,"drama"
"47195","Sjunde inseglet, Det",1957,92,8.4,9622,150000,"drama"
"47220","Skeletons",1996,87,5.3,122,2200000,"drama"
"47221","Skeletons in the Closet",2000,86,5.4,239,1500000,"drama"
"47279","Skulls, The",2000,106,5.3,6530,15000000,"drama"
"47283","Sky Bandits",1986,95,3.8,29,18000000,"action"
"47285","Sky Captain and the World of Tomorrow",2004,106,6.5,12579,40000000,"action"
"47322","Slackers",2002,86,4.7,2755,11000000,"comedy"
"47325","Slam",1998,100,7.1,569,1000000,"drama"
"47335","Slap Her... She's French",2002,92,4.7,811,10000000,"comedy"
"47351","Slaughter Rule, The",2002,112,6,356,500000,"drama"
"47392","Sleeper",1973,89,7.4,5571,2000000,"comedy"
"47393","Sleepers",1996,147,7,17896,44000000,"drama"
"47415","Sleepover",2004,89,4.1,733,10000000,"comedy"
"47418","Sleepwalk",2000,98,5.7,48,100000,"drama"
"47474","Slog Movie, The",1982,59,8,5,5000,"documentary"
"47619","Snackers",2004,10,7,9,13000,"comedy"
"47638","Snatch.",2000,102,7.9,44785,10000000,"comedy"
"47642","Snell Show, The",2003,8,9.2,15,6000,"comedy"
"47668","Snow Dogs",2002,99,5.1,2379,35000000,"comedy"
"47670","Snow Falling on Cedars",1999,127,6.7,4536,36000000,"drama"
"47679","Snow White and the Three Stooges",1961,107,4.1,174,3500000,"comedy"
"47773","Social Intercourse",1998,90,4.8,81,15000,"comedy"
"47813","Soft for Digging",2001,74,6.1,73,6000,"drama"
"47823","Soho Square",2000,79,4.9,45,7000,"drama"
"47836","Sol Goode",2001,99,5.4,291,3000000,"comedy"
"47858","Soldier",1998,98,5.2,5590,75000000,"action"
"47872","Soldier, The",2003,10,9.2,6,3000,"drama"
"47873","Soldiers Pay",2004,35,7,34,180000,"documentary"
"47893","Soliloquy",2001,29,7.2,12,3000,"comedy"
"47894","Soliloquy",2003,93,9.2,27,89000,"comedy"
"47906","Solitude",2005,74,8.6,5,5000,"drama"
"47917","Solomon and Sheba",1959,141,5.8,254,5000000,"drama"
"47920","Solstice",1994,48,5.1,9,130000,"drama"
"48004","Something to Sing About",1937,93,6,80,900000,"comedy"
"48070","Song Is Born, A",1948,113,7.2,278,2400000,"comedy"
"48080","Song of Bernadette, The",1943,156,7.7,671,2000000,"drama"
"48107","Songcatcher",2000,109,7.2,927,1800000,"drama"
"48140","Sons of Provo",2004,93,4.3,35,200000,"comedy"
"48173","Sorority Babes in the Slimeball Bowl-O-Rama",1988,80,4,338,90000,"comedy"
"48174","Sorority Boys",2002,93,5.1,2398,12000000,"comedy"
"48180","Sorority House Vampires",1998,86,1.8,83,50000,"comedy"
"48212","Soul Assassin",2001,96,4,376,7000000,"action"
"48217","Soul Plane",2004,92,3.2,2361,16000000,"comedy"
"48247","Sound of Music, The",1965,174,7.8,20641,8200000,"drama"
"48286","South Pacific",1958,171,6.6,1387,6000000,"romance"
"48338","Space Available",2004,15,9.2,11,18000,"drama"
"48342","Space Cowboys",2000,130,6.4,11887,65000000,"drama"
"48358","Space Truckers",1996,95,4.5,1460,25000000,"comedy"
"48360","Space-Thing",1968,69,3.5,26,17500,"comedy"
"48362","Spaceballs",1987,96,6.7,20054,22700000,"comedy"
"48363","Spaced Invaders",1990,100,4.5,612,3000000,"comedy"
"48368","Spaceman",1997,88,4.7,67,50000,"comedy"
"48378","Spandex: A Father's Tale",2005,21,9.4,5,30000,"comedy"
"48390","Spanish Judges",1999,98,4.8,178,3500000,"drama"
"48411","Sparrows",1926,84,7.4,119,463455,"drama"
"48422","Spawn",1997,98,4.6,7523,40000000,"action"
"48465","Speed",1994,116,7.1,32979,28000000,"action"
"48474","Speedway",1968,94,4.6,239,1500000,"action"
"48475","Speedway Junky",1999,105,5.3,469,1000000,"drama"
"48490","Spelling Bee",2004,13,8.3,15,20000,"comedy"
"48507","Spice World",1997,93,3,7710,25000000,"comedy"
"48508","Spider",2002,94,6.8,5193,8000000,"drama"
"48510","Spider Baby, or The Maddest Story Ever Told",1968,81,6.7,385,65000,"comedy"
"48517","Spider-Man",2002,121,7.4,63228,139000000,"action"
"48518","Spider-Man 2",2004,127,7.9,40256,200000000,"action"
"48529","Spies Like Us",1985,102,5.7,6434,22000000,"comedy"
"48549","Spinal Tap: The Final Tour",1998,20,6.6,5,50000,"comedy"
"48578","Spirit of St. Louis, The",1957,135,7.1,1007,6000000,"drama"
"48582","Spirit: Stallion of the Cimarron",2002,86,6.4,2738,80000000,"animation"
"48593","Spitfire Grill, The",1996,117,6.7,2245,6000000,"drama"
"48610","Split Second",1992,90,5.3,1120,7000000,"action"
"48652","Spotless",2005,90,3.9,44,250000,"action"
"48663","Spring Fever",1982,100,4.3,24,4300000,"comedy"
"48664","Spring Forward",1999,110,7.1,307,2000000,"drama"
"48684","Spudmonkey",2001,88,7.8,8,1100000,"comedy"
"48699","Spy Who Loved Me, The",1977,123,6.9,8130,14000000,"action"
"48725","Squaw Man, The",1914,72,6.3,41,15450,"drama"
"48730","Squeeze",1997,102,4.9,57,155000,"drama"
"48760","St. Louis Kid, The",1934,67,6.4,50,80000,"drama"
"48765","St. Valentine's Day Massacre, The",1967,100,6.1,380,1000000,"drama"
"48781","Stage Door",1937,92,7.6,1085,952000,"drama"
"48815","Stakeout on Dope Street",1958,89,7,9,35000,"drama"
"48817","Stalag 17",1953,116,8.2,7153,1315000,"drama"
"48842","Stand by Me",1986,89,8,30805,8000000,"drama"
"48847","Stand-In, The",1999,100,5.6,42,400000,"drama"
"48857","Standing by Yourself",2002,65,9.1,8,1000,"documentary"
"48867","Stanley and Livingstone",1939,101,7.2,175,2000000,"drama"
"48881","Star Is Born, A",1937,111,7.5,687,1173639,"drama"
"48882","Star Is Born, A",1954,176,7.7,1856,5019770,"drama"
"48895","Star Trek III: The Search for Spock",1984,105,6.2,9808,17000000,"action"
"48896","Star Trek IV: The Voyage Home",1986,136,7.1,11647,25000000,"comedy"
"48897","Star Trek V: The Final Frontier",1989,107,4.8,9215,27800000,"action"
"48898","Star Trek VI: The Undiscovered Country",1991,113,6.9,10367,30000000,"action"
"48899","Star Trek the Experience: The Klingon Encounter",1998,4,7,170,70000000,"action"
"48900","Star Trek: First Contact",1996,106,7.3,25046,45000000,"action"
"48906","Star Trek: The Wrath of Khan",1982,116,7.6,16333,11000000,"action"
"48908","Star Wars",1977,125,8.8,134640,11000000,"action"
"48909","Star Wars: Episode I - The Phantom Menace",1999,133,6.4,84488,115000000,"action"
"48910","Star Wars: Episode II - Attack of the Clones",2002,120,7,63889,120000000,"action"
"48911","Star Wars: Episode V - The Empire Strikes Back",1980,129,8.8,103706,18000000,"action"
"48912","Star Wars: Episode VI - Return of the Jedi",1983,135,8.1,82471,32500000,"action"
"48924","Star-Crossed",2003,105,8.4,69,2500,"romance"
"48939","Stargate",1994,130,6.4,17520,55000000,"action"
"48944","Stark Raving Mad",2002,102,6.2,601,5000000,"comedy"
"48947","Starkweather",2004,92,4.6,89,1000000,"drama"
"48970","Starship Troopers",1997,129,6.7,32618,95000000,"action"
"49004","State's Evidence",2004,89,7,12,400000,"drama"
"49005","Statement, The",2003,120,6.1,710,23000000,"drama"
"49007","Stateside",2004,97,5.4,247,16000000,"drama"
"49009","Station Agent, The",2003,88,8.1,7112,500000,"drama"
"49013","Stationery Games",2002,28,6.1,7,2500,"romance"
"49014","Statski sovetnik",2005,208,7,64,4000000,"drama"
"49029","Steagle, The",1971,87,4.2,15,1850000,"comedy"
"49032","Steal Big Steal Little",1995,135,4.6,263,35000000,"comedy"
"49044","Steam Cloud Rising",2004,100,6.4,8,25000,"drama"
"49050","Steaming",1985,102,5,58,3000000,"drama"
"49055","Steel",1997,97,2.6,1607,16000000,"action"
"49061","Steel Helmet, The",1951,85,7.6,259,103000,"drama"
"49063","Steel Legends: Railroads of the Northeast",2000,60,8.5,48,17500,"documentary"
"49066","Steel Spirit",2002,90,6,8,20000,"action"
"49085","Stella Dallas",1925,110,7.6,12,700000,"drama"
"49129","Steven Spielberg's Movie",2001,25,1.7,37,11000,"comedy"
"49151","Stigmata",1999,103,6,14062,32000000,"drama"
"49162","Still Lover",2003,5,7.7,7,1000,"drama"
"49211","Stolen Summer",2002,91,6.2,801,1500000,"drama"
"49296","Story of Alexander Graham Bell, The",1939,98,7.2,141,1500000,"drama"
"49318","Story of Vernon and Irene Castle, The",1939,93,6.7,248,1196000,"romance"
"49321","Story of a Three-Day Pass, The",1968,87,4.7,104,100000,"drama"
"49342","Straight Out of Brooklyn",1991,79,5.4,107,450000,"drama"
"49348","Straight Story, The",1999,112,8.1,14679,10000000,"drama"
"49354","Straight to Hell",1987,86,4.9,464,1000000,"comedy"
"49396","Strange Interlude",1932,109,5.8,97,408000,"drama"
"49430","Stranger on the Third Floor",1940,64,6.9,233,171200,"drama"
"49438","Strangers",2004,9,9.7,6,1000,"drama"
"49447","Strangers on a Train",1951,103,8.3,10624,1200000,"drama"
"49471","Straw Dogs",1971,113,7.4,4755,3251794,"drama"
"49507","Street Pirates",1994,94,8.2,111,650000,"documentary"
"49508","Street Scene",1931,80,7.9,146,584000,"drama"
"49524","Streetcar Named Desire, A",1951,125,8.1,9623,1800000,"drama"
"49557","Strike Up the Band",1940,120,6.7,142,838661,"comedy"
"49575","Stripes",1981,106,6.8,7406,10000000,"comedy"
"49612","Stryker's War",1985,84,5.1,146,100000,"action"
"49614","Stuart Little",1999,81,6,8009,103000000,"comedy"
"49615","Stuart Little 2",2002,82,5.9,2324,120000000,"comedy"
"49626","Student Nurses, The",1970,89,3.4,29,150000,"drama"
"49631","Student of Prague, The",2004,9,8.7,7,8000,"drama"
"49653","Stuff, The",1985,93,4.9,701,1700000,"comedy"
"49665","Stupids, The",1996,94,3.7,1503,25000000,"comedy"
"49680","Sub Down",1997,93,4.4,322,17000000,"drama"
"49712","Subterraneans, The",1960,89,4.7,54,931724,"drama"
"49764","Suddenly, Last Summer",1959,114,7.5,1381,3000000,"drama"
"49775","Sugar & Spice",2001,84,5.3,2901,11000000,"comedy"
"49783","Sugar Town",1999,92,5.8,307,250000,"comedy"
"49786","Sugarland Express, The",1974,110,6.7,1461,3000000,"drama"
"49798","Suicide Inc.",2001,10,3.2,23,8000,"comedy"
"49823","Sumas y restas",2004,109,6,12,1500000,"drama"
"49845","Summer Solstice",2003,111,2,5,300000,"drama"
"49846","Summer Sonata, A",2004,30,10,5,2000,"drama"
"49899","Sunday Morning Stripper, The",2003,24,7.9,10,22000,"comedy"
"49925","Sunset Blvd.",1950,115,8.6,16149,1752000,"drama"
"49941","Sunshine Deli and Grocery, The",2000,93,8.3,6,300000,"comedy"
"49945","Sunshine State",2002,141,7,1481,5600000,"drama"
"49972","Super Size Me",2004,100,7.7,9487,300000,"documentary"
"49976","Super Troopers",2001,100,6.3,7728,3000000,"comedy"
"49997","Supergirl",1984,150,3.9,2490,35000000,"action"
"50008","Superman",1978,151,7.1,17327,55000000,"action"
"50010","Superman II",1980,127,6.5,10085,54000000,"action"
"50025","Superstar",1999,81,4.5,2880,14000000,"comedy"
"50069","Surface Calm",2001,18,5.1,19,15000,"drama"
"50136","Suspect Zero",2004,99,5.7,1310,27000000,"drama"
"50170","Suzy",1936,93,6.2,146,614000,"drama"
"50233","Swarm, The",1978,156,3.8,986,21000000,"action"
"50250","Sweepers",1999,93,3.9,276,12500000,"action"
"50268","Sweet Hideaway",2003,96,1.9,13,350000,"comedy"
"50298","Sweet Sweetback's Baad Asssss Song",1971,97,5.3,547,150000,"drama"
"50325","Swimfan",2002,85,4.5,3863,8500000,"drama"
"50362","Swinging Cheerleaders, The",1974,91,4.2,85,150000,"comedy"
"50371","Switchback",1997,118,6.1,2195,38000000,"action"
"50376","Swoon",1992,80,7,290,250000,"drama"
"50388","Swordfish",2001,99,6.2,20455,80000000,"action"
"50417","Symphony of Six Million",1932,94,6.3,63,270000,"drama"
"50476","T2 3-D: Battle Across Time",1996,12,7.2,2243,60000000,"action"
"50479","THX 1138",1971,88,6.5,4274,777000,"drama"
"50544","Tai yang zhi zi",1990,84,4.8,24,35000000,"action"
"50582","Take Me Out to the Ball Game",1949,93,6.8,386,1725970,"comedy"
"50583","Take Me Somewhere Nice",2004,17,8.8,8,8000,"drama"
"50592","Take a Giant Step",1959,100,5.6,6,300000,"drama"
"50597","Take the Money and Run",1969,85,7.3,3025,1500000,"comedy"
"50652","Talented Mr. Ripley, The",1999,139,7,25974,40000000,"drama"
"50659","Tales from the Hood",1995,98,5.1,548,6000000,"action"
"50674","Talk Radio",1988,110,6.9,2080,4000000,"drama"
"50719","Taming of the Shrew, The",1929,63,6.2,41,504000,"comedy"
"50835","Tarnation",2003,88,7.7,596,0,"documentary"
"50844","Tart",2001,94,4.6,714,3300000,"drama"
"50851","Tarzan",1999,88,7.1,10672,150000000,"animation"
"50857","Tarzan and His Mate",1934,104,7.4,538,1279000,"action"
"50865","Tarzan and the Lost City",1998,83,3.6,510,20000000,"action"
"50867","Tarzan and the Mermaids",1948,68,5.5,177,1000000,"action"
"50922","Tattooed Stranger, The",1950,64,6.5,61,124000,"drama"
"50945","Taxi Driver",1976,110,8.5,47873,1300000,"drama"
"50993","Teaching Mrs. Tingle",1999,96,5,5244,13000000,"comedy"
"51015","Ted Bundy",2002,99,5.2,852,1200000,"drama"
"51029","Teen Wolf Too",1987,95,2.7,2209,3000000,"comedy"
"51043","Teenage Mutant Ninja Turtles",1990,93,5.5,6946,13500000,"action"
"51044","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,88,4.6,3429,25000000,"action"
"51048","Teenage Thunder",1957,78,4.5,6,46000,"drama"
"51059","Tehran 7:00 a.m.",2003,85,6.9,5,500000,"drama"
"51092","Telling Lies in America",1997,101,6.4,646,4000000,"drama"
"51101","Temp, The",1993,99,4.9,668,15000000,"drama"
"51143","Ten Commandments, The",1923,146,7.5,97,1800000,"drama"
"51144","Ten Commandments, The",1956,220,7.7,8895,13500000,"drama"
"51244","Terminator 3: Rise of the Machines",2003,109,6.9,32111,175000000,"action"
"51270","Terrible Truth, The",1951,10,3.7,10,1000,"drama"
"51285","Terror Tract",2000,96,5.6,281,11000000,"comedy"
"51299","Terror of Tiny Town, The",1938,62,3,195,100000,"comedy"
"51319","Terrorists",2004,72,9.4,9,80000,"comedy"
"51335","Tess of the Storm Country",1922,137,7.8,56,400000,"drama"
"51373","Tevya",1939,93,6.4,46,70000,"drama"
"51387","Texas Chainsaw Massacre, The",2003,98,5.9,9587,9200000,"action"
"51396","Texas Rangers",2001,86,5.1,945,38000000,"drama"
"51430","Thank God It's Friday",1978,89,3.5,343,2200000,"comedy"
"51440","Thanksgiving",2004,12,7.9,9,150000,"drama"
"51452","That Cold Day in the Park",1969,113,6.2,106,500000,"drama"
"51471","That Little Monster",1994,56,6.6,65,30000,"comedy"
"51521","Thaw",2000,14,8.2,6,15000,"drama"
"51545","Theodore Rex",1995,92,2.2,567,33000000,"comedy"
"51550","Therapy Group",2003,3,6.1,5,1000,"comedy"
"51565","There's Always Vanilla",1971,91,3.2,49,90000,"drama"
"51594","They Call Him Sasquatch",2003,100,6.5,11,1000000,"comedy"
"51609","They Drive by Night",1940,95,7.3,667,500000,"drama"
"51618","They Live",1988,93,6.5,5131,4000000,"action"
"51661","Thief of Bagdad, The",1924,139,7.9,362,2000000,"action"
"51664","Thief of Hearts",1984,100,5.1,371,9000000,"drama"
"51666","Thief, The",2004,31,7.3,24,1000,"comedy"
"51669","Thieves Like Us",1974,123,7,310,800000,"drama"
"51689","Thing, The",1982,109,7.8,17071,10000000,"action"
"51705","Thir13en Ghosts",2001,87,5.1,8292,20000000,"comedy"
"51724","Thirteen",2003,100,7.1,8652,1500000,"drama"
"51725","Thirteen Conversations About One Thing",2001,104,7.2,2883,3000000,"drama"
"51726","Thirteen Days",2000,145,7.4,10926,80000000,"drama"
"51743","This Divided State",2005,88,5.5,35,10000,"documentary"
"51777","This Love of Ours",1945,90,5.3,21,2000000,"drama"
"51817","Thoroughly Modern Millie",1967,138,6.6,814,6000000,"comedy"
"51852","Three Barbecues: A Blackened Comedy",2004,95,9.8,9,25000,"comedy"
"51855","Three Bewildered People in the Night",1987,92,5.7,22,5000,"drama"
"51936","Three Smart Girls",1936,84,7.1,107,326000,"comedy"
"51941","Three Stooges in Orbit, The",1962,90,5.5,156,450000,"comedy"
"51979","Thrill Kill Jack in Hale Manor",2000,80,7.7,7,10000,"action"
"52033","Thunder in Guyana",2003,50,9.3,6,150000,"documentary"
"52041","Thunderball",1965,130,6.8,8226,9000000,"action"
"52058","Thunderpants",2002,87,4.2,353,7000000,"comedy"
"52110","Tickle Me",1965,90,4.4,181,1480000,"comedy"
"52202","Tillie's Punctured Romance",1914,82,6.3,247,50000,"comedy"
"52213","Time Bandits",1981,110,6.9,9434,5000000,"comedy"
"52215","Time Changer",2002,95,4.5,304,825000,"drama"
"52225","Time Machine, The",2002,96,5.5,12424,80000000,"action"
"52227","Time Out",2004,19,7,62,45000,"drama"
"52254","Time to Kill, A",1996,149,6.9,15577,40000000,"drama"
"52366","Titus Andronicus",2000,167,3.3,11,16000,"drama"
"52383","To Catch a Thief",1955,106,7.4,6053,2500000,"romance"
"52406","To Kill a King",2003,102,6.1,364,14300000,"drama"
"52407","To Kill a Mockingbird",1962,129,8.5,30139,2000000,"drama"
"52419","To Sir, with Love",1967,105,7.4,1999,640000,"drama"
"52467","Today Was Thursday",2004,16,9.4,7,1000,"drama"
"52509","Tokyo Breakfast",2001,6,7.5,23,25000,"comedy"
"52590","Tomcats",2001,95,4.7,3717,11000000,"comedy"
"52596","Tommy",1975,111,6.1,2916,5000000,"drama"
"52609","Tomorrow Never Dies",1997,119,6.4,19397,110000000,"action"
"52623","Tong Man, The",1919,50,6.5,12,350000,"drama"
"52657","Too Late Blues",1961,103,6.6,64,375000,"drama"
"52717","Topaz",1969,143,6.1,1918,4000000,"drama"
"52759","Torn Apart",2004,84,2.5,21,1500000,"drama"
"52773","Torque",2004,81,3.2,4050,40000000,"action"
"52808","Total Recall",1990,113,7.2,26486,65000000,"action"
"52899","Tovarich",1937,98,7.2,134,1400000,"comedy"
"52909","Town & Country",2001,104,4.5,1434,90000000,"comedy"
"52952","Track 29",1988,90,5.5,417,5000000,"drama"
"52960","Tracks",2002,92,5,5,1000000,"drama"
"52974","Traffic",2000,147,7.8,41268,48000000,"drama"
"52976","Traffic in Souls",1913,88,6.2,44,5700,"drama"
"52982","Trafico, El",2004,5,9.2,5,1000,"drama"
"53022","Train, The",1964,133,7.7,1616,6700000,"action"
"53024","Training Day",2001,120,7.3,22776,45000000,"drama"
"53027","Trainspotting",1996,94,8,51887,3500000,"drama"
"53044","Trancers",1985,76,6.1,509,400000,"action"
"53073","Trapeze",1956,105,6.6,475,4000000,"drama"
"53092","Trash",1970,110,6.7,316,25000,"drama"
"53112","Travellers and Magicians",2003,108,7.2,187,1800000,"drama"
"53191","Trekkies",1997,86,6.9,1526,375000,"documentary"
"53201","Tremors",1990,96,6.9,9657,10000000,"comedy"
"53227","Tri istorii",1997,109,7.3,85,500000,"comedy"
"53287","Triggermen",2002,96,5.8,317,12000000,"comedy"
"53349","Trois 3: The Escort",2004,95,4.8,38,1000000,"drama"
"53376","Trollywood",2004,82,9.6,14,1000000,"documentary"
"53380","Tron",1982,96,6.4,9084,17000000,"action"
"53381","Trona",2004,63,8,6,5000,"drama"
"53403","Trotsky",1993,98,4.3,8,1500000,"drama"
"53429","Trouble with Harry, The",1955,99,7.3,3674,1200000,"comedy"
"53551","Tucker: The Man and His Dream",1988,110,6.8,2944,25000000,"drama"
"53607","Tunnel Vision",1976,95,4.8,166,250000,"comedy"
"53613","Tunnel, Der",2001,188,8.2,446,7100000,"drama"
"53635","Turetskii gambit",2005,130,6.9,247,4000000,"action"
"53639","Turkey Shoot",1981,80,4.2,167,3200000,"action"
"53659","Turning Paige",2001,109,6.9,95,1000000,"drama"
"53669","Tusk",1980,119,5,25,1500000,"drama"
"53713","Twelve Monkeys",1995,129,7.9,62301,29000000,"drama"
"53716","Twelve Steps Outside",2002,88,8.3,7,25000,"comedy"
"53729","Twice Today",2001,80,8.2,5,40000,"drama"
"53753","Twin Falls Idaho",1999,111,7.1,1547,500000,"drama"
"53755","Twin Peaks: Fire Walk with Me",1992,135,6.5,6927,10000000,"drama"
"53763","Twins",1988,105,5.9,13213,15000000,"comedy"
"53767","Twist",2003,97,6,197,350000,"drama"
"53832","Two Lords",2002,8,9.5,6,2500,"comedy"
"53890","Two-Lane Blacktop",1971,105,6.7,773,850000,"drama"
"53919","U Turn",1997,125,6.5,10306,19000000,"drama"
"53940","UHF",1989,97,6.6,6384,5000000,"comedy"
"53988","Ulee's Gold",1997,113,7.1,2368,2700000,"drama"
"54147","UnConventional",2004,99,4.6,10,50000,"documentary"
"54163","Unbelievable Truth, The",2003,9,7.4,5,3300,"drama"
"54171","Unbreakable",2000,106,7.1,35842,75000000,"drama"
"54183","Uncivilized",1994,91,4.8,19,1000000,"action"
"54198","Uncle Tom's Cabin",1927,144,7.7,31,1500000,"drama"
"54206","Uncovered: The Whole Truth About the Iraq War",2003,56,7.9,290,50000,"documentary"
"54237","Under Suspicion",2000,111,6.4,3718,25000000,"drama"
"54253","Under the Rainbow",1981,97,4.8,535,20000000,"comedy"
"54256","Under the Skin",1997,82,6.5,367,1000000,"drama"
"54292","Underneath",1995,99,6.3,674,6500000,"drama"
"54371","Unfaithful",2002,125,6.6,8713,50000000,"drama"
"54387","Unforgiven, The",1960,121,6.8,618,5000000,"drama"
"54404","Unholy Three, The",1925,86,7.3,117,103000,"drama"
"54420","Union Pacific",1939,135,7,228,1000000,"drama"
"54423","Union in Wait, A",2001,45,6.7,13,15000,"documentary"
"54433","Universal Soldier",1992,99,5.2,5709,23000000,"action"
"54436","University Heights",2004,95,7.9,30,10000,"drama"
"54455","Unmade Beds",1997,95,6.7,148,1000000,"documentary"
"54518","Untold, The",2002,92,3.8,400,3000000,"action"
"54519","Untouchables, The",1987,119,7.9,31587,25000000,"drama"
"54549","Up 'n' Under",1998,99,5.2,262,1000000,"comedy"
"54568","Up in Arms",1944,106,6.5,137,2000000,"comedy"
"54610","Uptown Saturday Night",1974,104,5.9,278,3000000,"comedy"
"54617","Urban Ghost Story",1998,82,5.3,167,300000,"drama"
"54624","Urban Relics",1998,96,8.3,6,500000,"comedy"
"54627","Urbania",2000,106,6.9,1089,225000,"drama"
"54658","Usher",2004,91,7.3,11,55000,"drama"
"54680","Utomlyonnye solntsem",1994,132,7.6,2173,2800000,"drama"
"54723","V.D.",1961,91,3.5,17,1000,"drama"
"54726","V.I.P.s, The",1963,120,6.2,366,4000000,"drama"
"54785","Vakvagany",2002,86,6.3,30,20000,"documentary"
"54791","Valence Theory",2004,94,5.3,20,100000,"action"
"54818","Valley of Decision, The",1945,119,7.4,200,2160000,"drama"
"54825","Valley of the Dolls",1967,123,5.5,967,5000000,"drama"
"54871","Vampires",1998,106,5.6,7908,20000000,"action"
"54891","Van Helsing",2004,132,5.4,19787,160000000,"action"
"54894","Van Wilder",2002,94,5.8,7799,6000000,"comedy"
"54941","Varsity Blues",1999,100,6,7974,16000000,"drama"
"54962","Vault, The",2005,87,2.4,64,100000,"action"
"55011","Velvet and Rat Skins",2003,6,9.4,5,2000,"animation"
"55015","Vendetta",1950,83,6,8,4000000,"drama"
"55079","Venus in Furs",1967,65,2.1,8,8500,"drama"
"55137","Veronica Guerin",2003,92,6.8,2688,17000000,"drama"
"55142","Versace Murder, The",1998,91,3.6,71,4000000,"drama"
"55155","Vertical Limit",2000,124,5.6,10273,75000000,"action"
"55163","Very Bad Things",1998,100,5.8,10001,10000000,"comedy"
"55164","Very Brady Sequel, A",1996,90,5.3,2183,15000000,"comedy"
"55260","Victoria para chino",2004,13,6.8,19,12000,"drama"
"55351","View to a Kill, A",1985,131,5.9,8478,30000000,"action"
"55378","Vikings, The",1958,114,6.9,1417,5000000,"action"
"55405","Village, The",2004,108,6.6,25729,60000000,"drama"
"55429","Vindicator, The",1986,93,4.3,74,4210000,"action"
"55491","Virgin Suicides, The",1999,90,7.2,17524,6000000,"drama"
"55516","Virtuosity",1995,106,5.3,4183,30000000,"action"
"55592","Viva Sapato!",2002,94,6.8,15,1000000,"comedy"
"55622","Vivre sa vie: Film en douze tableaux",1962,85,7.4,1082,64000,"drama"
"55623","Vixen!",1968,70,5.4,371,76000,"drama"
"55651","Voditel dlya Very",2004,105,7.7,182,3300000,"drama"
"55664","Voice in the Wind, A",1944,85,5.4,9,50000,"drama"
"55731","Vor",1997,110,7.2,841,2000000,"drama"
"55767","Voyna i mir",1968,390,8.5,416,100000000,"drama"
"55878","Wag the Dog",1997,97,7,16434,15000000,"comedy"
"55903","Wait Until Dark",1967,107,7.7,3453,4000000,"drama"
"55912","Waiting for Guffman",1996,84,7.6,7337,4000000,"comedy"
"55935","Waking Ned",1998,92,7.3,7232,3000000,"comedy"
"55943","Walk Don't Walk",2001,60,7.6,11,5000000,"documentary"
"55956","Walk in the Sun, A",1945,117,7.8,482,800000,"drama"
"55968","Walker",1987,95,5.2,296,5800000,"action"
"55970","Walking Across Egypt",1999,100,6.9,247,4500000,"drama"
"55994","Wall Street",1987,125,7.2,11269,15000000,"drama"
"56054","War Effort, The",2003,106,8.7,12,15000,"comedy"
"56057","War Hunt",1962,83,6.3,95,300000,"drama"
"56059","War Lord, The",1965,123,6.8,393,3500000,"drama"
"56081","War of the Worlds, The",1953,85,7.2,3502,2000000,"drama"
"56083","WarGames",1983,114,6.9,11474,12000000,"drama"
"56092","Warlock",1989,90,5.7,1839,7000000,"action"
"56100","Warm December, A",1973,99,4.4,46,3000000,"drama"
"56118","Warriors of Virtue",1997,101,3.6,389,35000000,"action"
"56138","Wash, The",2001,93,3.7,902,4000000,"comedy"
"56191","Waterborne",2005,120,7.6,11,198000,"drama"
"56192","Waterboy, The",1998,90,5.5,15539,23000000,"comedy"
"56201","Waterloo Bridge",1931,81,8.3,132,251289,"drama"
"56255","Wayward Son",1999,96,5.1,19,7700000,"drama"
"56264","We Don't Live Here Anymore",2004,101,6.1,1387,3000000,"drama"
"56287","We're No Angels",1955,106,7.3,1137,1685000,"comedy"
"56288","We're No Angels",1989,106,5.4,2694,20000000,"comedy"
"56319","Wedding Advice: Speak Now or Forever Hold Your Peace",2002,57,9.1,36,150000,"documentary"
"56324","Wedding March, The",1928,113,8.5,134,1000000,"drama"
"56326","Wedding Party, The",1969,92,5.2,94,43000,"comedy"
"56343","Wednesday Afternoon",2004,24,8.3,17,40000,"drama"
