"","title","year","length","rating","votes"
"44492","Saints and Sinners",2004,80,7.7,18
"44504","Salaam Cinema",1995,75,7.5,127
"44514","Salesman",1969,85,8.1,358
"44566","Salvador Allende",2004,100,7.6,61
"44597","Same River Twice, The",2003,78,7.3,82
"44617","Sampo Lappelill",1949,88,6.6,6
"44643","San Francisco Chinese Funeral",1904,2,3.6,5
"44645","San Francisco: Aftermath of Earthquake",1906,1,7.2,66
"44648","San Pietro",1945,32,7.9,117
"44651","San Sebastian 1746 in 1968",1968,10,6.3,15
"44701","Sandstone",1976,85,3.5,9
"44706","Sanford Meisner: The American Theatre's Best Kept Secret",1985,60,4.7,18
"44725","Sanpeet",2001,27,9.4,5
"44733","Sans soleil",1983,100,8.2,429
"44770","Santo Forte",1999,80,4.6,14
"44874","Saturday Night Sleazies, Vol. 1",1990,150,1,6
"44875","Saturday Night Sleazies, Vol. 2",1991,150,1.1,5
"44891","Saudade do Futuro",2000,94,6.7,13
"44932","Savana violenta",1976,85,3.3,22
"44960","Say Amen, Somebody",1982,100,7.2,62
"45029","ScaredSacred",2004,105,6.1,15
"45057","Scars Don't Sweat",1999,42,8.8,8
"45070","Scene Smoking: Cigarettes, Cinema & the Myth of Cool",2001,59,2.6,28
"45076","Scenes from the Life of Andy Warhol: Friendships and Intersections",1982,38,6,25
"45086","Sceny narciarskie z Franzem Klammerem",1980,21,9.2,5
"45094","Schastye",1996,25,6.9,14
"45109","Scheitern als Chance",2000,94,7.7,6
"45118","Schiave esistono ancora, Le",1964,90,3.8,5
"45151","Scholastic England",1948,9,5.7,6
"45165","Schotter wie Heu",2002,104,7.7,16
"45238","Scottsboro: An American Tragedy",2000,84,8,59
"45244","Scout's Honor",2001,57,7.2,38
"45248","Scrabylon",2003,50,7.1,13
"45257","Scratch",2005,25,6.9,7
"45258","Scratch the Surface",1997,75,4.7,23
"45266","Scream Queens' Naked Christmas",1996,60,1.4,17
"45276","Screamin' Jay Hawkins: I Put a Spell On Me",2001,102,8,25
"45283","Screen Actors",1950,9,6,15
"45284","Screen Director, The",1951,9,5,17
"45286","Screen Snapshots Series 23, No. 1: Hollywood in Uniform",1943,10,4,12
"45287","Screen Snapshots: Hollywood Awards",1951,10,3.3,8
"45288","Screen Snapshots: Hollywood Night Life",1952,9,3.8,7
"45289","Screen Snapshots: Memories in Uniform",1954,11,4.7,6
"45297","Screwed",1996,85,3.7,24
"45332","Sea Around Us, The",1952,61,8.2,12
"45364","Seafarers, The",1953,30,6.3,152
"45380","Search for Paradise",1957,120,7.4,5
"45382","Search for the Great Sharks",1995,38,6.8,24
"45385","Searchers for a Special City",1965,9,6,9
"45388","Searching for Angela Shelton",2004,93,8.7,14
"45390","Searching for Debra Winger",2002,97,5.6,301
"45392","Searching for the Wendigo",2002,35,6.4,14
"45397","Seasoned Veteran: Journey of a Winter Soldier",2002,41,8.6,5
"45400","Seattle: Gateway to the Northwest",1940,9,6,6
"45401","Seawards the Great Ships",1961,28,7.5,6
"45477","Secret Glory, The",2001,90,6.2,12
"45483","Secret Land, The",1948,71,7.7,21
"45487","Secret Life of Sergei Eisenstein, The",1987,60,4.8,15
"45493","Secret Lives: Hidden Children and Their Rescuers During WWII",2002,90,7.1,26
"45505","Secret Policeman's Other Ball, The",1982,60,6.5,211
"45507","Secret Policeman's Third Ball, The",1987,96,6.4,19
"45522","Secret of Life on Earth, The",1993,42,6.7,15
"45552","Secrets of Life",1956,70,8.1,16
"45556","Secrets of Silicon Valley",2001,60,6.6,7
"45565","Section Anderson, La",1967,65,8.1,34
"45606","Seeing Is Believing: Handicams, Human Rights and the News",2002,60,7.7,8
"45609","Seeing Red",1983,100,5.7,19
"45724","Sensation",2002,90,7.6,5
"45729","Sense of Loss, A",1972,135,6.9,9
"45740","Senta a Pua!",1999,112,7.4,11
"45750","Sentinels In the Air",1956,15,5.4,9
"45760","Seoul Train",2005,54,6.9,9
"45795","Serengeti Symphony",1998,82,6.8,21
"45796","Serengeti darf nicht sterben",1959,85,8.4,58
"45808","Sergei Eisenstein. Avtobiografiya",1996,90,6,13
"45809","Sergei Eisenstein. Meksikanskaya fantasiya",1998,100,3.9,11
"45834","Servant of Mankind",1940,9,5.5,10
"45899","Seven Crows a Secret",1994,29,8.4,5
"45910","Seven Hours to Burn",2000,9,7.3,11
"45926","Seven Songs for Malcolm X",1993,52,1.8,14
"45936","Seven Wonders of the World",1956,106,6.9,17
"45942","Seventeen",1983,120,2.8,18
"45960","Sevillanas",1992,53,7.4,29
"45962","Sewing Woman",1983,14,5.3,5
"45985","Sex Hygiene",1942,30,3,18
"45987","Sex Is...",1993,82,5.3,52
"45995","Sex Rituals of the Occult",1970,30,5.2,6
"46003","Sex and Buttered Popcorn",1989,70,6.7,19
"46008","Sex with Strangers",2002,105,4.3,60
"46010","Sex, Blood and Mutilation",1995,40,6.2,6
"46011","Sex, Drugs & Democracy",1994,87,5.6,37
"46012","Sex, Drugs, Rock & Roll",1991,96,6.2,47
"46015","Sex/Life in L.A.",1998,91,5.6,29
"46016","Sex: Female",2003,70,6,16
"46017","Sex: The Annabel Chong Story",1999,86,5.4,443
"46025","Sexo oral",1994,114,5.1,27
"46060","Sguardo di Michelangelo, Lo",2004,15,6.2,9
"46068","Shablul",1971,80,6.9,6
"46071","Shackleton's Antarctic Adventure",2001,40,8.1,138
"46080","Shadow Boxers",1999,72,6.3,36
"46093","Shadow Play: Indonesia's Year of Living Dangerously",2002,79,7,5
"46162","Shakers: Hands to Work, Hearts to God, The",1984,57,7.5,34
"46165","Shakespeare's Children",1996,50,5.1,12
"46184","Shalom Y'all",2003,59,7.4,19
"46200","Shanghai Ghetto",2002,95,7,60
"46254","Sharks 3D",2004,42,7.8,6
"46268","Shaving the Castro",1996,4,6,5
"46290","She Got Game",2003,78,6,5
"46312","She's Alive! Creating the Bride of Frankenstein",1999,39,6.6,40
"46350","Shelter Dogs",2003,74,7.9,31
"46371","Sheriff",2004,76,8.5,6
"46395","Sherman's March",1986,157,7.4,364
"46447","Shinjuku Boys",1995,53,6.9,14
"46490","Shivrei T'munot Yerushalayim",1997,358,4,15
"46498","Shoah",1985,566,7,1113
"46512","Shocking Asia",1974,94,4.3,75
"46513","Shocking Asia II: The Last Taboos",1985,90,4,28
"46514","Shocking Asia III: After Dark",1995,102,5.5,10
"46521","Shoe Store, The",1999,75,9.7,5
"46559","Shooting Porn",1997,75,3.1,42
"46579","Short Cut to Nirvana: Kumbh Mela",2004,85,8.6,31
"46582","Short Film About Decalogue: An Interview with Krzysztof Kieslowski, A",1996,47,7.6,11
"46621","Show Business at War",1943,17,7.8,90
"46623","Show Girls",1999,52,4.9,86
"46630","Show, The",1995,93,5.3,59
"46645","Showman",1963,53,5.9,7
"46691","Shvitz, The",1993,46,8.9,9
"46725","Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,90,6.9,203
"46741","Sidewalk Soldiers",2002,71,8.8,32
"46759","Siedem dni w tygodniu",1988,18,3.5,6
"46761","Sieg im Westen",1941,114,8,12
"46770","Siegfried & Roy: The Magic Box",1999,50,3.9,59
"46785","Siestas & Olas: A Surfing Journey Through Mexico",1997,87,8,8
"46804","Signal 30",1959,28,6,8
"46808","Signatures of the Soul",1987,60,8.5,6
"46811","Signers Koffer",1995,81,7.6,6
"46812","Signers Koffer - Unterwegs mit Roman Signer",1995,84,8.5,6
"46828","Signs and Voices",2004,17,8.7,7
"46931","Silver Screen: Color Me Lavender, The",1997,100,7,16
"46946","Simba: The King of the Beasts",1928,87,7.6,7
"46955","Simon and I",2002,52,8.8,10
"46963","Simons film",1999,115,6.8,5
"46992","Sinai Field Mission",1978,127,5,5
"47015","Sing Faster: The Stagehands' Ring Cycle",1999,60,6.6,27
"47025","Sing!",2001,36,7,5
"47062","Sinister Harvest",1930,9,2.7,5
"47124","Sister Helen",2002,90,9.1,46
"47127","Sister Rose's Passion",2004,39,7.5,20
"47131","Sisters in Cinema",2003,57,5.9,7
"47157","Six Characters in Search of America",2004,99,8.5,6
"47159","Six Days in Roswell",1998,82,7.1,54
"47164","Six O'Clock News",1996,90,7,44
"47186","Sixth Sun: Mayan Uprising in Chiapas, The",1995,60,9,5
"47224","Ski Bums",2001,76,5.7,8
"47246","Skin Too Few: The Days of Nick Drake, A",2000,48,7.6,48
"47249","Skinhead Attitude",2003,90,7.2,34
"47265","Skizbe",1967,10,8.5,7
"47268","Skoot hansawwar",2001,102,6.3,84
"47295","Sky Over Holland",1967,22,6.7,11
"47300","Sky Scrapers of New York City from North River",1903,3,6.2,57
"47312","Skyscraper Symphony",1929,9,6.8,17
"47328","SlamNation",1998,100,7.9,40
"47373","Slavoj Zizek: The Reality of the Virtual",2004,71,9.2,6
"47461","Slippery When Wet",1958,72,5.2,14
"47474","Slog Movie, The",1982,59,8,5
"47527","Small Wonders",1995,77,7.2,48
"47553","Smell of Burning Ants, The",1994,21,7.9,22
"47575","Smith Family, The",2002,80,7.7,23
"47694","Snowriders",1996,96,6.8,17
"47695","Snowriders II",1997,95,3.5,13
"47724","So Many Miracles",1987,48,9.2,5
"47725","So Much for So Little",1949,10,5.9,29
"47739","So Wrong They're Right",1999,92,4.3,18
"47762","Sobibor, 14 octobre 1943, 16 heures",2001,97,6.9,68
"47778","Sociala arvet, Det",1993,87,6.1,76
"47786","Sociologie est un sport de combat, La",2001,146,7.2,34
"47790","Socorro Nobre",1995,23,4.2,10
"47821","Sogobi",2001,90,7.7,5
"47829","Sois belle et tais-toi",1981,115,8.2,8
"47838","Sol del membrillo, El",1992,133,8,233
"47846","Solarmax",2000,38,6.4,38
"47861","Soldier Girls",1981,87,5.8,28
"47873","Soldiers Pay",2004,35,7,34
"47876","Soldiers in the Army of God",2000,70,7.4,21
"47884","Soleil O",1967,98,8.9,9
"47914","Solo de guitarra",2004,55,7.6,5
"47958","Some Nudity Required",1998,82,4.3,65
"48007","Something's Happening",1967,75,5,12
"48081","Song of Ceylon",1934,38,6.3,27
"48084","Song of Leonard Cohen, The",1980,90,8.6,5
"48108","Songhwan",2003,149,9,21
"48112","Sonho de Rose - 10 Anos Depois, O",1997,92,9.4,27
"48116","Sonic Outlaws",1995,87,7.9,41
"48146","Sophiatown",2003,82,8.6,22
"48152","Sopraluoghi in Palestina per il vangelo secondo Matteo",1964,55,8.3,7
"48200","Sotalapset",2003,93,7.5,6
"48221","Soul in Cinema: Filming Shaft on Location",1971,11,5.2,8
"48222","Soul in the Hole",1997,98,6.5,69
"48224","Soul of a Man, The",2003,103,7.4,153
"48227","Soul to Soul",1971,96,9.8,6
"48240","Sound and Fury",2000,80,8.5,159
"48244","Sound of Laughter, The",1963,80,6.7,8
"48252","Soundman, The",1950,10,5.2,6
"48264","Source, The",1999,88,7.4,240
"48279","South",1919,88,7.5,141
"48308","Southern Comfort",2001,90,7.4,195
"48310","Southern Discomfort: Wrestling on the Indie Circuit",2002,60,6.3,7
"48320","Southpaw: The Francis Barrett Story",1999,77,6.2,35
"48329","Souvenirs des Herrn X, Die",2004,102,7.3,8
"48334","Soy Cuba, O Mamute Siberiano",2004,90,9.3,6
"48349","Space Movie, The",1979,78,8,20
"48357","Space Station 3D",2002,47,7.5,272
"48386","Spanish Earth, The",1937,52,6.8,54
"48399","Spare Time",1939,15,7.5,7
"48431","Speaking in Strings",1999,73,6.4,54
"48440","Special Effects: Anything Can Happen",1996,40,6.8,95
"48443","Special Thanks to Roy London",2005,91,7.6,7
"48455","Spectre of Hope, The",2000,52,5,6
"48464","Speed",1984,30,6.9,44
"48472","Speedo",2003,80,7.5,29
"48506","Spice Girls in Concert: Wild!",1998,87,3.6,29
"48525","Spiegel van Holland",1950,10,8.2,12
"48536","Spin",1995,56,8.1,53
"48568","Spirit of '43, The",1943,6,5.5,78
"48594","Spiti tou Kain, To",2000,79,6.7,6
"48653","Spotlight on the World We Live In",1951,14,5.9,5
"48744","Sreda",1997,93,5.6,7
"48747","Sretno dijete",2003,97,6.6,28
"48805","Stagestruck: Gay Theatre in the 20th Century",2000,140,9.1,11
"48811","Stairs 1 Geneva",1995,107,4.3,17
"48845","Stand van de maan",2005,92,2.7,14
"48857","Standing by Yourself",2002,65,9.1,8
"48858","Standing in the Shadows of Motown",2002,108,7.7,869
"48866","Stanley Kubrick: A Life in Pictures",2001,142,7.7,1560
"48868","Stanley and Us",1999,58,7.2,33
"48878","Star Dreamer, The",2002,54,8.9,20
"48928","Starbuck Holger Meins",2002,90,2.3,65
"48934","Stardust Stricken - Mohsen Makhmalbaf: A Portrait",1996,70,7.9,9
"48946","Starkiss - Circusmeisjes in India",2003,77,7.9,11
"48980","Startup.com",2001,105,7.2,1359
"48984","Starwoids",2001,80,4.1,88
"49015","Statue of Liberty, The",1985,60,8.2,52
"49017","Statues meurent aussi, Les",1953,30,7.3,32
"49030","Steak, Le",1992,75,7.2,19
"49042","Stealing the Fire",2002,97,6.5,7
"49053","Steckler Interviews",1994,60,1,6
"49063","Steel Legends: Railroads of the Northeast",2000,60,8.5,48
"49072","Steep & Deep",1985,92,7.1,8
"49091","Stem van het water, De",1966,90,6.8,16
"49096","Step Across the Border",1990,90,9.2,50
"49098","Step Into Liquid",2003,88,7.3,497
"49131","Stevie",2002,140,8.2,453
"49159","Still Kicking: The Fabulous Palm Springs Follies",1997,38,2.8,13
"49164","Still Revolutionaries",1998,16,7.7,5
"49180","Stilwell Road",1945,51,4,9
"49194","Stjernekigger",2002,72,6.1,29
"49199","Stockholm: Pride of Sweden",1937,9,6.2,8
"49201","Stockpile",2001,102,5.1,5
"49203","Stoked: The Rise and Fall of Gator",2002,82,7.2,238
"49208","Stolen Honor: Wounds That Never Heal",2004,43,4,205
"49221","Stone Reader",2002,127,7.4,197
"49225","Stones in the Park, The",1969,53,5.7,14
"49231","Stop Making Sense",1984,88,7.8,2176
"49243","Store Wars: When Wal-Mart Comes to Town",2001,59,8.4,11
"49247","Store, The",1983,118,6.9,25
"49248","Storefront Hitchcock",1998,77,7.2,90
"49264","Storm",1943,8,5.7,5
"49266","Storm",2002,93,7.8,16
"49282","Stormchasers",1995,38,7.3,33
"49294","Story",2003,87,9.3,13
"49295","Story from Bhutan: The Making of 'Travellers & Magicians', A",2004,42,9.2,13
"49298","Story of Computer Graphics, The",1999,93,4.4,24
"49305","Story of Healing, A",1997,28,8.2,5
"49308","Story of Making the Film They're a Weird Mob, The",1966,54,8.3,7
"49310","Story of Menstruation, The",1946,10,7.9,7
"49343","Straight Outta Hunters Point",2003,75,8,11
"49351","Straight Up: Helicopters in Action",2002,40,6.9,29
"49389","Strange Fruit",2002,57,7.5,32
"49436","Stranger: Bernie Worrell on Earth",2005,39,8.3,6
"49467","Stratford Adventure, The",1954,45,7.7,10
"49507","Street Pirates",1994,94,8.2,111
"49509","Street Scenes",1970,75,5.2,44
"49523","Street: A Film with the Homeless, The",1997,58,7.4,6
"49531","Streetwise",1984,91,7.8,147
"49572","Strip Jack Naked",1991,91,6.3,7
"49577","Stripped",2001,74,6.2,37
"49580","Stripper",1986,90,5.1,48
"49652","Stuff for Stuff",1949,11,4.6,9
"49743","Sud",1999,70,5.9,28
"49789","Sugihara: Conspiracy of Kindness",2000,103,7.9,5
"49803","Suite Habana",2003,84,7.3,114
"49879","Sun Ra: A Joyful Noise",1980,60,7.8,16
"49891","Sundance 20",2002,55,3.2,16
"49921","Sunrise Over Tiananmen Square",1998,29,9.2,26
"49932","Sunset Story",2003,73,7.3,29
"49942","Sunshine Hotel",2001,98,7.2,64
"49946","Sunshine, The",2000,30,5.8,46
"49960","Super 8 Stories",2001,90,6.4,154
"49972","Super Size Me",2004,100,7.7,9487
"49974","Super Speedway",1997,50,6.9,163
"50027","Superstar in a Housedress",2004,95,7.9,21
"50029","Superstar: The Life and Times of Andy Warhol",1990,87,6.5,84
"50047","Sur la plage de Belfast",2000,39,8.5,10
"50058","Sure Cures",1946,11,6.8,6
"50062","Surf Adventures - O Filme",2002,90,4.2,33
"50063","Surf Crazy",1959,72,5.4,10
"50075","Surfing Hollow Days",1961,84,6.5,9
"50076","Surfing Shorts",1960,76,6.2,9
"50077","Surfing for Life",1999,72,4.1,22
"50084","Surplus: Terrorized Into Being Consumers",2003,54,6.3,160
"50100","Survival Island",1996,40,7.6,10
"50103","Survival Under Atomic Attack",1951,9,5.2,13
"50143","Suspension of Disbelief",2002,21,9.3,12
"50163","Suzanne Farrell: Elusive Muse",1996,90,8.5,15
"50195","Svezia, inferno e paradiso",1968,90,9,10
"50198","Svitjod 2000+",2001,11,5.2,9
"50235","Swastika",1973,113,9,8
"50238","Sweatbox, The",2002,86,7.1,15
"50308","Sweetest Sound, The",2001,60,7.5,39
"50378","Sword Fishing",1939,10,2.2,17
"50403","Sylvia, rimembri ancora?",2002,21,9.6,10
"50404","Symbiopsychotaxiplasm: Take One",1968,70,7.3,8
"50406","Sympathy for the Devil",1968,99,6.6,203
"50420","Symposium: Ladder of Love",1996,72,9,5
"50426","Synergy: Visions of Vibe",1999,56,7.9,9
"50429","Synthetic Pleasures",1995,85,6.1,39
"50451","Szpital",1976,22,5.7,24
"50460","T' Aves Bachtalo",1994,65,8,6
"50471","T.A.M.I. Show, The",1965,123,7.6,76
"50508","Tabous - Zohre & Manouchehr",2004,70,6.6,5
"50515","Tackle Happy",2000,75,6.2,40
"50532","Tag der Freiheit - Unsere Wehrmacht",1935,30,5.9,80
"50547","Taiga",1992,501,4.9,17
"50569","Tak for Alt: Survival of a Human Spirit",1999,61,9.2,5
"50570","Tak zhit nelzya",1990,115,7.9,10
"50580","Take It or Leave It",1981,85,7.5,27
"50599","Take, The",2004,87,8.2,114
"50604","Taken for a Ride",1996,52,9.4,12
"50641","Tale of a Trotter",1956,8,5.2,5
"50655","Tales from a Hard City",1995,80,6.8,11
"50669","Talk 16",1991,114,6.6,26
"50679","Talk with Hitchcock, A",1964,52,7.7,43
"50715","Tamaro",1999,85,5.6,13
"50737","Tandil Forever",2003,74,8.4,6
"50752","Tango Bayle nuestro",1988,70,8.4,8
"50773","TankUp.US",2003,11,9.8,6
"50820","Target Shoots First, The",2000,70,6.7,67
"50821","Target Tokyo",1945,22,2.1,16
"50824","Target for Tonight",1941,48,8.6,26
"50830","Tarheels and Short Skirts",2003,53,9.2,5
"50831","Tarifa Traffic: Death in the Straits of Gibraltar",2003,60,7.2,8
"50833","Taris, roi de l'eau",1931,10,5.8,46
"50835","Tarnation",2003,88,7.7,596
"50849","Tarva yeghanakner",1975,29,8.1,21
"50912","Tasty Bust Reunion, The",2004,52,7.8,11
"50999","Tears Are Not Enough",1985,84,6.2,8
"51053","Teenagers on Trial",1955,19,3,11
"51086","Tell Them Who You Are",2004,95,6.7,64
"51088","Tell the Truth and Run: George Seldes and the American Press",1996,90,8.8,30
"51135","Ten",2002,94,7.3,482
"51161","Ten-Year Lunch, The",1987,56,8.6,9
"51205","Tentazioni proibite",1965,88,3.5,6
"51228","Terminal Bar",2003,23,7.4,42
"51248","Terminus",1961,33,6.2,19
"51261","Terra para Rose",1987,84,8.9,8
"51267","Terre vue du ciel, La",2004,67,3.9,10
"51272","Terriens, Les",2000,84,7.1,10
"51294","Terror in the Aisles",1984,84,5.5,376
"51303","Terror on Tape",1983,90,5.2,44
"51381","Texas",2002,78,6.6,72
"51400","Texas Style",1984,29,4,8
"51406","Texas: The Big Picture",2003,40,6.2,10
"51429","Thank God I'm a Lesbian",1992,59,8.3,12
"51432","Thank You and Good Night",1991,83,6.1,17
"51498","That's Black Entertainment",1990,60,8.1,16
"51501","That's Dancing!",1985,105,6.7,245
"51502","That's Entertainment!",1974,134,7.5,1356
"51503","That's Entertainment! III",1994,113,7.3,229
"51504","That's Entertainment, Part II",1976,133,7.2,420
"51509","That's My Face",2001,56,8.1,17
"51523","Theater in Trance",1981,91,6.8,6
"51534","Thelonious Monk: Straight, No Chaser",1989,90,7.5,134
"51563","There We Are, John",1993,32,8,5
"51579","Theremin: An Electronic Odyssey",1994,83,7.2,280
"51584","These Hands",1992,45,7.1,5
"51675","Thin Blue Line, The",1988,103,7.9,2135
"51702","Think Twentieth",1967,30,6.5,18
"51713","Third Party",2003,108,6,5
"51743","This Divided State",2005,88,5.5,35
"51751","This Is America Part 2",1977,102,4.4,17
"51752","This Is Cinerama",1952,116,7.5,73
"51753","This Is Elvis",1981,144,6.2,200
"51757","This Is Korea!",1951,50,4.1,19
"51768","This Is What Democracy Looks Like",2000,72,8.1,44
"51784","This Old Cub",2004,86,6.2,78
"51788","This So-Called Disaster: Sam Shepard Directs the Late Henry Moss",2003,90,5.8,46
"51796","This Unfamiliar Place",1992,10,4.6,9
"51801","This World of Ours: Ireland",1954,9,1.3,8
"51809","Thomas Pynchon: A Journey Into the Mind of P.",2001,96,8.2,17
"51819","Thorvaldsen",1949,10,6.4,8
"51834","Thoth",2002,40,7.7,36
"51847","Threads",1976,10,7.9,16
"51850","Three American Beauties",1906,1,7.1,44
"51961","Three of Hearts: A Postmodern Family",2004,95,7.9,10
"51977","Threshold: The Blue Angels Experience",1975,93,9.3,6
"51981","Thrill Ride: The Science of Fun",1997,38,5.8,64
"52001","Thug Life in D.C.",1999,70,5.6,25
"52033","Thunder in Guyana",2003,50,9.3,6
"52048","Thunderbolt",1947,44,6.9,24
"52066","Thursday's Children",1954,21,7.5,6
"52077","Tia Juana After Midnite",1954,58,1,8
"52096","Tibet: Cry of the Snow Lion",2003,104,6.6,106
"52111","Tickle in the Heart, A",1996,90,7.1,34
"52119","Tie Xi Qu: West of the Tracks - Part 1: Rust",2003,240,9.5,14
"52120","Tie Xi Qu: West of the Tracks - Part 2: Remnants",2003,176,9.5,12
"52121","Tie Xi Qu: West of the Tracks - Part 3: Rails",2003,135,9.8,11
"52125","Tie-died: Rock 'n Roll's Most Deadicated Fans",1995,80,6,28
"52135","Tierische Liebe",1995,120,8.1,51
"52141","Ties That Bind, The",1984,55,8.8,6
"52178","Tigrero: A Film That Was Never Made",1994,75,5.9,82
"52200","Tillbaka till Ararat",1988,99,4.8,13
"52220","Time In the Sun",1940,55,7.1,10
"52279","Times of Harvey Milk, The",1984,90,8.6,401
"52287","Timothy Leary's Dead",1996,80,5.5,38
"52288","Timothy Leary's Last Trip",1997,56,6.3,28
"52302","Tino",1994,31,5.4,5
"52306","Tinta roja",1998,75,2,11
"52311","Tintin et moi",2003,75,7.4,89
"52339","Tishe!",2002,82,8.2,26
"52351","Titanic: Anatomy of a Disaster",1997,105,5.2,66
"52353","Titanica",1995,40,6,101
"52356","Titicut Follies",1967,84,8.6,266
"52374","To Be Alive!",1964,18,9.5,9
"52395","To Fly!",1976,27,6.9,38
"52409","To Live Is Better Than to Die",2003,88,7.8,9
"52417","To Render a Life",1992,88,9.6,9
"52418","To See Such Fun",1977,90,8.1,21
"52428","To Woody Allen from Europe with Love",1980,90,5.2,16
"52438","To the Limit",1989,35,5.5,21
"52514","Tokyo Girls",2000,57,6.6,26
"52518","Tokyo Noise",2002,80,5.3,26
"52528","Tokyo orimpikku",1965,93,8.1,199
"52532","Tokyo-Ga",1985,92,7.3,153
"52545","Tom",2002,75,7.6,9
"52553","Tom Dowd & the Language of Music",2003,90,8.4,65
"52584","Tombeau d'Alexandre, Le",1992,120,7.4,48
"52592","Tomer Ve-Hasrutim",2001,57,8.3,7
"52619","Tompta Gudh",2002,30,7.3,31
"52624","Tong Tana - En resa till Borneos inre",1989,88,5.5,10
"52628","Tongues Untied",1990,55,6.9,72
"52638","Tonite Let's All Make Love in London",1967,70,4.6,33
"52687","Toot Whistle Plunk and Boom",1953,10,8.1,97
"52732","Tops & Bottoms",1999,80,3.3,17
"52749","Torero",1956,75,4.7,8
"52771","Torpedo Squadron",1942,8,1.2,10
"52803","Total Balalaika Show",1994,54,6.1,83
"52817","Totem: The Return of the G'psgolox Pole",2003,70,4.1,5
"52848","Touch the Sound",2004,99,6.7,39
"52857","Touching the Void",2003,106,8.1,3671
"52872","Tour, La",1928,14,7.1,14
"52910","Town Bloody Hall",1979,85,6.4,21
"52944","Traberg",1992,90,5.7,24
"52948","Traces of a Dragon: Jackie Chan & His Lost Family",2003,96,6.6,12
"52958","Tracking Down Maggie: The Unofficial Biography of Margaret Thatcher",1994,87,7.1,9
"52962","Trade Off",2000,95,6.7,52
"52977","Traffic with the Devil",1946,19,6.4,15
"53015","Train en marche, Le",1971,32,6.1,5
"53018","Train on the Brain",2000,50,7.2,15
"53035","Tramp and the Dictator, The",2002,56,7.1,120
"53043","Tranceformer - A Portrait of Lars von Trier",1997,54,4.9,128
"53046","Tranen van Castro, De",1997,50,2.6,12
"53051","TransAmazon: A Gender Queer Journey",2003,41,9.6,5
"53096","Traum ist aus - Die Erben der Scherben, Der",2001,95,8,19
"53119","Travis",1997,57,8.5,6
"53141","Tre volti, I",1965,25,6.7,12
"53180","Tree in a Test Tube, The",1943,5,4.7,36
"53191","Trekkies",1997,86,6.9,1526
"53192","Trekkies 2",2004,93,6.4,128
"53193","Trelew",2004,98,8,18
"53199","Trembling Before G-d",2001,84,7.7,301
"53205","Tren del desierto, El",1996,27,6.1,15
"53224","Treyf",1998,54,2.9,5
"53231","Tri pesni o Lenine",1934,57,6.4,53
"53250","Trials of Alger Hiss, The",1980,164,6,6
"53252","Trials of Henry Kissinger, The",2002,80,7.7,373
"53262","Tribute",2001,90,7.2,51
"53264","Tribute to the Will Rogers Memorial Hospital, A",1965,3,5.3,8
"53306","Trip Down Market Street Before the Fire, A",1905,13,3.9,8
"53307","Trip Down Memory Lane, A",1965,13,7.6,6
"53308","Trip Thru a Hollywood Studio, A",1935,10,7.1,6
"53339","Triumph des Willens",1935,110,7.3,1697
"53373","Trollkarlen - en film om Jan Johansson",1999,56,6.6,9
"53376","Trollywood",2004,82,9.6,14
"53398","Tropical Rainforest",1992,40,4.8,30
"53435","Troublesome Creek: A Midwestern",1995,88,7.3,103
"53461","True Glory, The",1945,87,8.3,18
"53467","True Meaning of Pictures: Shelby Lee Adams' Appalachia, The",2002,75,7.8,30
"53472","True Story of Glory Continues, The",1991,46,3.9,38
"53492","Truth About Mother Goose, The",1957,15,7.6,16
"53513","Tsahal",1994,316,4,18
"53548","Tube, Le",2001,81,6.5,7
"53605","Tunisian Victory",1944,75,8.2,22
"53622","Tupac Shakur: Before I Wake...",2001,100,4.9,50
"53623","Tupac Shakur: Thug Angel",2002,92,7.4,107
"53624","Tupac: Resurrection",2003,90,7.3,773
"53625","Tupamaros",1997,95,6.9,8
"53628","Tupperware!",2004,63,9.7,5
"53630","Turandot Project, The",2000,87,7.3,42
"53642","Turksib",1929,57,7.1,19
"53653","Turnabout: The Story of the Yale Puppeteers",1993,60,8.6,5
"53750","Twilight: Los Angeles",2000,76,7.8,21
"53766","Twist",1992,74,6.9,32
"53769","Twist Craze",1961,10,5,6
"53784","Twitch and Shout",1993,59,7.1,8
"53806","Two Down and One to Go",1945,32,7.6,12
"53860","Two Towns of Jasper",2002,90,7.4,50
"53899","Tying the Knot",2004,81,8.9,43
"53905","Typewriter, the Rifle & the Movie Camera, The",1996,55,7.4,89
"53931","U2: PopMart Live From Mexico City",1997,127,5.4,110
"53932","U2: Rattle and Hum",1988,99,7,1714
"53933","U2: Under a Blood Red Sky",1983,85,6.6,87
"53934","U2: Unforgettable Fire",1984,30,8.4,44
"53935","U2: Wide Awake In Dublin",1985,55,3.8,14
"53937","UFO's Are Real",1979,89,4.9,21
"53944","Uber Goober",2004,87,7.1,12
"53966","Udstillede, De",2000,81,1.3,48
"53970","Ugliest Fountain in the World (Without a Doubt), The",1999,14,4.1,12
"54011","Ultimate X: The Movie",2002,44,6.7,111
"54013","Ultime grida dalla savana: la grande caccia",1974,84,5.2,23
"54061","Umbrellas",1994,90,7.7,9
"54067","Umm Kulthum",1996,67,7.4,27
"54124","Un pays sans bon sens!",1970,117,2.1,8
